machine_id,timestamp,temperature_c,vibration_mm_s,current_a,pressure_bar,status
CNV-B2,2026-06-10T19:51:00,62.39,2.97,9.86,6.86,normal
CNV-B2,2026-06-10T19:52:00,66.44,2.65,11.77,6.51,normal
CNV-B2,2026-06-10T19:53:00,58.53,3.43,9.68,6.9,normal
CNV-B2,2026-06-10T19:54:00,55.39,4.04,11.17,6.35,normal
CNV-B2,2026-06-10T19:55:00,59.08,4.2,9.76,6.55,normal
CNV-B2,2026-06-10T19:56:00,55.94,2.99,10.27,7.01,normal
CNV-B2,2026-06-10T19:57:00,59.4,2.29,10.95,7.1,normal
CNV-B2,2026-06-10T19:58:00,58.72,3.85,10.54,7.13,normal
CNV-B2,2026-06-10T19:59:00,64.72,1.69,10.35,7.12,normal
MIX-R1,2026-06-10T08:00:00,61.43,2.97,10.32,5.93,normal
MIX-R1,2026-06-10T08:01:00,71.69,2.66,11.01,6.77,normal
MIX-R1,2026-06-10T08:02:00,70.03,3.44,10.27,6.53,normal
MIX-R1,2026-06-10T08:03:00,68.19,2.08,11.15,6.47,normal
MIX-R1,2026-06-10T08:04:00,70.01,3.3,11.14,6.82,normal
MIX-R1,2026-06-10T08:05:00,57.99,2.68,11.17,6.85,normal
MIX-R1,2026-06-10T08:06:00,69.72,3.44,9.53,6.56,normal
MIX-R1,2026-06-10T08:07:00,65.41,1.81,12.17,6.93,normal
MIX-R1,2026-06-10T08:08:00,69.91,2.25,11.74,7.47,normal
MIX-R1,2026-06-10T08:09:00,59.72,3.66,10.5,6.34,normal
MIX-R1,2026-06-10T08:10:00,66.97,3.7,9.9,7.15,normal
MIX-R1,2026-06-10T08:11:00,58.33,2.3,10.64,6.81,normal
MIX-R1,2026-06-10T08:12:00,62.13,3.69,11.03,7.06,normal
MIX-R1,2026-06-10T08:13:00,64.51,3.56,10.05,7.42,normal
MIX-R1,2026-06-10T08:14:00,61.75,4.46,10.53,6.39,normal
MIX-R1,2026-06-10T08:15:00,70.47,3.28,11.35,7.17,normal
MIX-R1,2026-06-10T08:16:00,66.35,2.84,11.48,6.8,normal
MIX-R1,2026-06-10T08:17:00,67.74,1.91,10.95,6.61,normal
MIX-R1,2026-06-10T08:18:00,71.61,3.57,10.74,6.95,normal
MIX-R1,2026-06-10T08:19:00,61.01,4.17,12.49,6.92,normal
MIX-R1,2026-06-10T08:20:00,71.36,2.86,9.7,6.81,normal
MIX-R1,2026-06-10T08:21:00,66.74,2.96,11.04,6.89,normal
MIX-R1,2026-06-10T08:22:00,61.01,3.51,11.36,6.85,normal
MIX-R1,2026-06-10T08:23:00,69.61,2.47,10.97,6.45,normal
MIX-R1,2026-06-10T08:24:00,60.54,2.82,9.56,6.64,normal
MIX-R1,2026-06-10T08:25:00,64.14,3.7,10.18,6.32,normal
MIX-R1,2026-06-10T08:26:00,69.56,2.7,10.44,6.93,normal
MIX-R1,2026-06-10T08:27:00,65.8,3.86,10.98,6.54,normal
MIX-R1,2026-06-10T08:28:00,73.71,3.32,10.35,7.09,normal
MIX-R1,2026-06-10T08:29:00,66.0,3.44,12.99,6.72,normal
MIX-R1,2026-06-10T08:30:00,63.73,3.27,11.57,6.35,normal
MIX-R1,2026-06-10T08:31:00,57.14,2.85,8.87,6.67,normal
MIX-R1,2026-06-10T08:32:00,67.01,2.67,9.07,6.82,normal
MIX-R1,2026-06-10T08:33:00,68.45,2.18,11.32,7.05,normal
MIX-R1,2026-06-10T08:34:00,68.82,3.93,12.7,6.69,normal
MIX-R1,2026-06-10T08:35:00,65.44,2.95,10.5,7.26,normal
MIX-R1,2026-06-10T08:36:00,59.62,2.68,11.88,7.11,normal
MIX-R1,2026-06-10T08:37:00,63.55,3.71,10.84,7.25,normal
MIX-R1,2026-06-10T08:38:00,65.3,3.82,13.14,6.98,normal
MIX-R1,2026-06-10T08:39:00,65.2,3.63,10.13,7.52,normal
MIX-R1,2026-06-10T08:40:00,65.72,3.04,9.66,7.13,normal
MIX-R1,2026-06-10T08:41:00,68.47,2.9,11.08,6.35,normal
MIX-R1,2026-06-10T08:42:00,65.74,3.47,12.21,6.57,normal
MIX-R1,2026-06-10T08:43:00,59.89,2.66,9.16,7.2,normal
MIX-R1,2026-06-10T08:44:00,71.19,3.39,11.72,6.84,normal
MIX-R1,2026-06-10T08:45:00,64.62,3.0,10.19,6.34,normal
MIX-R1,2026-06-10T08:46:00,66.06,3.18,11.25,6.83,normal
MIX-R1,2026-06-10T08:47:00,64.35,2.68,10.57,7.02,normal
MIX-R1,2026-06-10T08:48:00,60.43,3.25,10.73,6.58,normal
MIX-R1,2026-06-10T08:49:00,62.65,3.34,9.37,6.9,normal
MIX-R1,2026-06-10T08:50:00,61.42,3.84,12.84,6.54,normal
MIX-R1,2026-06-10T08:51:00,67.14,2.76,11.54,6.42,normal
MIX-R1,2026-06-10T08:52:00,66.92,2.68,10.29,6.49,normal
MIX-R1,2026-06-10T08:53:00,68.29,2.7,11.05,6.7,normal
MIX-R1,2026-06-10T08:54:00,64.54,3.29,9.74,6.86,normal
MIX-R1,2026-06-10T08:55:00,71.12,2.73,11.67,7.25,normal
MIX-R1,2026-06-10T08:56:00,61.74,2.33,10.8,6.64,normal
MIX-R1,2026-06-10T08:57:00,72.47,3.22,9.7,6.46,normal
MIX-R1,2026-06-10T08:58:00,69.36,2.86,10.54,7.09,normal
MIX-R1,2026-06-10T08:59:00,63.06,3.17,10.48,7.0,normal
MIX-R1,2026-06-10T09:00:00,67.36,3.07,10.56,6.69,normal
MIX-R1,2026-06-10T09:01:00,59.09,3.35,12.39,6.53,normal
MIX-R1,2026-06-10T09:02:00,61.91,2.68,11.22,6.93,normal
MIX-R1,2026-06-10T09:03:00,64.37,2.65,10.59,6.33,normal
MIX-R1,2026-06-10T09:04:00,65.57,3.72,9.25,6.34,normal
MIX-R1,2026-06-10T09:05:00,71.32,2.83,11.64,6.75,normal
MIX-R1,2026-06-10T09:06:00,64.35,3.46,9.62,6.84,normal
MIX-R1,2026-06-10T09:07:00,63.47,2.41,10.84,6.72,normal
MIX-R1,2026-06-10T09:08:00,64.37,2.47,12.09,7.06,normal
MIX-R1,2026-06-10T09:09:00,68.86,3.02,8.77,7.39,normal
MIX-R1,2026-06-10T09:10:00,64.76,2.75,10.92,7.15,normal
MIX-R1,2026-06-10T09:11:00,64.91,3.97,11.58,6.48,normal
MIX-R1,2026-06-10T09:12:00,62.3,3.77,7.79,6.76,normal
MIX-R1,2026-06-10T09:13:00,59.28,2.91,10.2,6.69,normal
MIX-R1,2026-06-10T09:14:00,62.79,2.54,12.79,7.36,normal
MIX-R1,2026-06-10T09:15:00,60.35,4.15,10.1,6.84,normal
MIX-R1,2026-06-10T09:16:00,64.75,2.8,11.48,6.84,normal
MIX-R1,2026-06-10T09:17:00,63.09,2.42,9.61,6.31,normal
MIX-R1,2026-06-10T09:18:00,65.05,2.48,10.23,7.21,normal
MIX-R1,2026-06-10T09:19:00,69.8,3.18,10.41,7.36,normal
MIX-R1,2026-06-10T09:20:00,67.08,3.0,9.07,6.92,normal
MIX-R1,2026-06-10T09:21:00,68.32,2.82,10.79,6.69,normal
MIX-R1,2026-06-10T09:22:00,64.26,1.71,10.28,7.09,normal
MIX-R1,2026-06-10T09:23:00,62.47,3.23,9.74,6.91,normal
MIX-R1,2026-06-10T09:24:00,64.13,2.64,11.83,7.08,normal
MIX-R1,2026-06-10T09:25:00,62.58,3.5,11.04,6.99,normal
MIX-R1,2026-06-10T09:26:00,58.22,3.8,9.93,6.69,normal
MIX-R1,2026-06-10T09:27:00,75.55,3.38,10.11,6.14,normal
MIX-R1,2026-06-10T09:28:00,70.56,2.39,9.5,6.7,normal
MIX-R1,2026-06-10T09:29:00,70.67,3.66,10.34,6.89,normal
MIX-R1,2026-06-10T09:30:00,62.6,3.28,10.57,7.09,normal
MIX-R1,2026-06-10T09:31:00,68.87,3.5,10.14,7.02,normal
MIX-R1,2026-06-10T09:32:00,64.63,2.55,10.1,6.83,normal
MIX-R1,2026-06-10T09:33:00,68.64,3.09,9.29,6.82,normal
MIX-R1,2026-06-10T09:34:00,65.45,3.31,11.42,7.11,normal
MIX-R1,2026-06-10T09:35:00,62.62,2.83,9.46,7.01,normal
MIX-R1,2026-06-10T09:36:00,70.8,3.01,10.26,7.24,normal
MIX-R1,2026-06-10T09:37:00,67.02,3.46,9.31,7.0,normal
MIX-R1,2026-06-10T09:38:00,61.28,2.52,10.15,6.62,normal
MIX-R1,2026-06-10T09:39:00,64.11,2.34,11.46,7.14,normal
MIX-R1,2026-06-10T09:40:00,57.21,3.79,9.69,7.06,normal
MIX-R1,2026-06-10T09:41:00,64.73,3.22,10.31,7.16,normal
MIX-R1,2026-06-10T09:42:00,60.04,3.56,11.6,7.01,normal
MIX-R1,2026-06-10T09:43:00,74.3,2.88,11.46,6.77,normal
MIX-R1,2026-06-10T09:44:00,69.93,3.2,10.11,7.19,normal
MIX-R1,2026-06-10T09:45:00,63.03,2.35,9.98,6.99,normal
MIX-R1,2026-06-10T09:46:00,70.57,3.27,11.82,6.39,normal
MIX-R1,2026-06-10T09:47:00,63.23,3.03,10.39,6.83,normal
MIX-R1,2026-06-10T09:48:00,67.76,2.93,10.64,6.79,normal
MIX-R1,2026-06-10T09:49:00,61.3,3.13,10.36,6.75,normal
MIX-R1,2026-06-10T09:50:00,65.13,3.25,10.07,7.18,normal
MIX-R1,2026-06-10T09:51:00,60.32,2.77,13.28,6.49,normal
MIX-R1,2026-06-10T09:52:00,59.58,3.64,8.42,6.73,normal
MIX-R1,2026-06-10T09:53:00,73.58,2.27,8.52,6.35,normal
MIX-R1,2026-06-10T09:54:00,68.59,3.87,9.99,7.0,normal
MIX-R1,2026-06-10T09:55:00,70.56,4.27,10.25,6.11,normal
MIX-R1,2026-06-10T09:56:00,61.72,2.94,10.24,6.74,normal
MIX-R1,2026-06-10T09:57:00,69.48,3.96,10.33,7.13,normal
MIX-R1,2026-06-10T09:58:00,66.43,3.24,11.41,6.82,normal
MIX-R1,2026-06-10T09:59:00,73.23,2.34,9.98,6.76,normal
MIX-R1,2026-06-10T10:00:00,66.76,3.96,10.48,6.37,normal
MIX-R1,2026-06-10T10:01:00,68.37,3.65,8.56,6.8,normal
MIX-R1,2026-06-10T10:02:00,58.64,2.8,9.6,7.04,normal
MIX-R1,2026-06-10T10:03:00,65.47,2.43,11.38,6.37,normal
MIX-R1,2026-06-10T10:04:00,66.32,2.71,10.13,6.95,normal
MIX-R1,2026-06-10T10:05:00,67.09,4.0,10.42,6.89,normal
MIX-R1,2026-06-10T10:06:00,63.25,3.31,10.94,6.77,normal
MIX-R1,2026-06-10T10:07:00,57.78,3.4,10.86,6.6,normal
MIX-R1,2026-06-10T10:08:00,59.86,4.09,10.99,6.73,normal
MIX-R1,2026-06-10T10:09:00,60.45,2.71,11.8,6.84,normal
MIX-R1,2026-06-10T10:10:00,62.8,3.51,9.69,7.25,normal
MIX-R1,2026-06-10T10:11:00,70.41,2.92,9.87,6.01,normal
MIX-R1,2026-06-10T10:12:00,59.07,2.4,10.64,6.7,normal
MIX-R1,2026-06-10T10:13:00,59.62,3.03,11.01,6.96,normal
MIX-R1,2026-06-10T10:14:00,57.4,3.12,9.12,7.07,normal
MIX-R1,2026-06-10T10:15:00,68.14,2.66,9.73,6.66,normal
MIX-R1,2026-06-10T10:16:00,55.99,3.4,10.23,7.09,normal
MIX-R1,2026-06-10T10:17:00,60.61,2.83,8.99,6.5,normal
MIX-R1,2026-06-10T10:18:00,60.27,3.8,9.8,6.84,normal
MIX-R1,2026-06-10T10:19:00,63.48,2.44,10.33,6.98,normal
MIX-R1,2026-06-10T10:20:00,60.17,3.69,9.65,6.66,normal
MIX-R1,2026-06-10T10:21:00,67.12,2.8,10.54,6.71,normal
MIX-R1,2026-06-10T10:22:00,65.52,1.77,8.67,6.98,normal
MIX-R1,2026-06-10T10:23:00,69.15,2.65,10.26,6.89,normal
MIX-R1,2026-06-10T10:24:00,67.77,1.98,9.61,6.7,normal
MIX-R1,2026-06-10T10:25:00,67.81,4.7,10.27,6.38,normal
MIX-R1,2026-06-10T10:26:00,66.61,3.99,10.61,6.53,normal
MIX-R1,2026-06-10T10:27:00,68.83,3.6,9.47,6.91,normal
MIX-R1,2026-06-10T10:28:00,68.99,3.91,10.43,6.69,normal
MIX-R1,2026-06-10T10:29:00,69.91,2.47,10.94,6.39,normal
MIX-R1,2026-06-10T10:30:00,69.26,3.05,11.77,6.95,normal
MIX-R1,2026-06-10T10:31:00,60.11,4.05,12.05,7.06,normal
MIX-R1,2026-06-10T10:32:00,61.95,3.02,10.65,6.59,normal
MIX-R1,2026-06-10T10:33:00,71.77,3.29,7.8,6.9,normal
MIX-R1,2026-06-10T10:34:00,63.61,3.16,10.13,7.04,normal
MIX-R1,2026-06-10T10:35:00,69.48,3.37,10.16,6.79,normal
MIX-R1,2026-06-10T10:36:00,65.08,2.72,11.08,6.94,normal
MIX-R1,2026-06-10T10:37:00,71.16,3.95,9.81,7.05,normal
MIX-R1,2026-06-10T10:38:00,61.2,3.62,9.98,6.49,normal
MIX-R1,2026-06-10T10:39:00,66.12,1.6,8.75,6.75,normal
MIX-R1,2026-06-10T10:40:00,65.33,2.98,8.92,6.55,normal
MIX-R1,2026-06-10T10:41:00,66.56,3.55,10.48,7.15,normal
MIX-R1,2026-06-10T10:42:00,66.59,2.75,10.22,6.38,normal
MIX-R1,2026-06-10T10:43:00,64.57,3.87,11.19,7.22,normal
MIX-R1,2026-06-10T10:44:00,63.79,4.01,10.31,7.24,normal
MIX-R1,2026-06-10T10:45:00,64.91,3.62,11.98,6.74,normal
MIX-R1,2026-06-10T10:46:00,65.87,3.97,10.37,6.4,normal
MIX-R1,2026-06-10T10:47:00,73.57,2.92,10.66,7.15,normal
MIX-R1,2026-06-10T10:48:00,62.57,2.6,10.75,6.26,normal
MIX-R1,2026-06-10T10:49:00,63.85,3.35,10.23,6.34,normal
MIX-R1,2026-06-10T10:50:00,71.38,3.26,11.93,6.72,normal
MIX-R1,2026-06-10T10:51:00,61.48,3.36,10.28,6.45,normal
MIX-R1,2026-06-10T10:52:00,70.88,2.83,8.66,7.2,normal
MIX-R1,2026-06-10T10:53:00,62.98,2.84,8.73,7.32,normal
MIX-R1,2026-06-10T10:54:00,59.84,3.24,11.41,6.93,normal
MIX-R1,2026-06-10T10:55:00,64.76,2.18,9.69,6.86,normal
MIX-R1,2026-06-10T10:56:00,61.85,3.32,11.18,7.09,normal
MIX-R1,2026-06-10T10:57:00,60.1,4.52,11.27,6.8,normal
MIX-R1,2026-06-10T10:58:00,69.36,4.62,9.06,6.73,normal
MIX-R1,2026-06-10T10:59:00,55.49,3.32,10.87,6.79,normal
MIX-R1,2026-06-10T11:00:00,62.38,1.97,10.87,7.24,normal
MIX-R1,2026-06-10T11:01:00,62.64,3.46,8.93,6.94,normal
MIX-R1,2026-06-10T11:02:00,63.43,2.74,9.74,6.68,normal
MIX-R1,2026-06-10T11:03:00,66.53,2.41,10.1,6.79,normal
MIX-R1,2026-06-10T11:04:00,60.6,4.28,9.65,6.6,normal
MIX-R1,2026-06-10T11:05:00,61.09,4.28,11.05,6.52,normal
MIX-R1,2026-06-10T11:06:00,69.42,3.32,10.76,6.7,normal
MIX-R1,2026-06-10T11:07:00,62.0,3.4,9.95,7.35,normal
MIX-R1,2026-06-10T11:08:00,59.92,4.12,10.39,6.89,normal
MIX-R1,2026-06-10T11:09:00,68.33,2.82,11.36,5.99,normal
MIX-R1,2026-06-10T11:10:00,62.12,2.65,9.25,6.74,normal
MIX-R1,2026-06-10T11:11:00,66.54,3.62,10.74,6.6,normal
MIX-R1,2026-06-10T11:12:00,66.48,3.27,11.44,7.03,normal
MIX-R1,2026-06-10T11:13:00,65.12,2.66,9.85,6.64,normal
MIX-R1,2026-06-10T11:14:00,63.74,3.36,11.22,6.78,normal
MIX-R1,2026-06-10T11:15:00,65.06,3.29,9.98,6.52,normal
MIX-R1,2026-06-10T11:16:00,57.98,2.78,10.97,6.59,normal
MIX-R1,2026-06-10T11:17:00,64.05,3.48,11.02,6.48,normal
MIX-R1,2026-06-10T11:18:00,68.99,3.88,9.37,6.55,normal
MIX-R1,2026-06-10T11:19:00,69.76,3.11,8.28,6.38,normal
MIX-R1,2026-06-10T11:20:00,64.0,2.5,10.09,6.81,normal
MIX-R1,2026-06-10T11:21:00,70.85,3.03,11.57,7.23,normal
MIX-R1,2026-06-10T11:22:00,70.74,3.37,8.54,6.94,normal
MIX-R1,2026-06-10T11:23:00,69.19,3.15,12.24,7.06,normal
MIX-R1,2026-06-10T11:24:00,67.27,3.85,10.83,6.05,normal
MIX-R1,2026-06-10T11:25:00,63.0,3.92,9.69,6.73,normal
MIX-R1,2026-06-10T11:26:00,60.82,4.27,12.18,6.53,normal
MIX-R1,2026-06-10T11:27:00,65.59,2.79,11.11,6.95,normal
MIX-R1,2026-06-10T11:28:00,68.25,3.4,13.44,6.49,normal
MIX-R1,2026-06-10T11:29:00,58.16,2.96,8.93,6.35,normal
MIX-R1,2026-06-10T11:30:00,60.99,2.65,9.55,6.96,normal
MIX-R1,2026-06-10T11:31:00,62.98,3.09,11.39,6.57,normal
MIX-R1,2026-06-10T11:32:00,63.94,3.42,8.56,6.08,normal
MIX-R1,2026-06-10T11:33:00,66.38,3.5,12.56,6.85,normal
MIX-R1,2026-06-10T11:34:00,68.28,3.08,10.8,7.3,normal
MIX-R1,2026-06-10T11:35:00,56.5,3.45,12.64,6.88,normal
MIX-R1,2026-06-10T11:36:00,71.6,2.82,10.47,6.81,normal
MIX-R1,2026-06-10T11:37:00,56.13,2.5,9.4,7.05,normal
MIX-R1,2026-06-10T11:38:00,68.49,3.39,11.32,6.75,normal
MIX-R1,2026-06-10T11:39:00,69.81,3.21,10.56,6.72,normal
MIX-R1,2026-06-10T11:40:00,67.74,2.95,11.48,6.46,normal
MIX-R1,2026-06-10T11:41:00,60.6,3.61,10.41,6.66,normal
MIX-R1,2026-06-10T11:42:00,68.56,2.84,10.3,7.22,normal
MIX-R1,2026-06-10T11:43:00,71.16,4.14,10.22,7.17,normal
MIX-R1,2026-06-10T11:44:00,61.2,2.66,8.15,7.3,normal
MIX-R1,2026-06-10T11:45:00,61.54,3.12,9.59,7.01,normal
MIX-R1,2026-06-10T11:46:00,63.5,2.42,10.94,6.37,normal
MIX-R1,2026-06-10T11:47:00,61.65,1.94,9.08,6.85,normal
MIX-R1,2026-06-10T11:48:00,57.14,2.31,10.5,6.64,normal
MIX-R1,2026-06-10T11:49:00,72.97,4.3,9.63,6.97,normal
MIX-R1,2026-06-10T11:50:00,68.0,2.84,9.0,6.8,normal
MIX-R1,2026-06-10T11:51:00,64.31,2.94,10.94,6.57,normal
MIX-R1,2026-06-10T11:52:00,60.39,3.27,10.89,6.45,normal
MIX-R1,2026-06-10T11:53:00,68.71,2.14,9.92,6.72,normal
MIX-R1,2026-06-10T11:54:00,62.46,2.86,12.37,6.54,normal
MIX-R1,2026-06-10T11:55:00,74.76,3.46,10.59,6.94,normal
MIX-R1,2026-06-10T11:56:00,75.12,2.6,9.38,6.57,normal
MIX-R1,2026-06-10T11:57:00,65.13,2.16,10.52,7.31,normal
MIX-R1,2026-06-10T11:58:00,65.61,3.02,9.88,7.07,normal
MIX-R1,2026-06-10T11:59:00,61.7,4.31,12.43,6.88,normal
MIX-R1,2026-06-10T12:00:00,64.95,3.82,11.59,6.56,normal
MIX-R1,2026-06-10T12:01:00,62.89,2.41,10.91,7.0,normal
MIX-R1,2026-06-10T12:02:00,59.6,2.93,9.15,6.53,normal
MIX-R1,2026-06-10T12:03:00,67.2,2.76,10.2,6.31,normal
MIX-R1,2026-06-10T12:04:00,65.75,3.17,9.77,6.74,normal
MIX-R1,2026-06-10T12:05:00,65.72,2.71,9.02,7.34,normal
MIX-R1,2026-06-10T12:06:00,62.47,3.14,11.51,7.86,normal
MIX-R1,2026-06-10T12:07:00,60.02,3.47,9.79,6.64,normal
MIX-R1,2026-06-10T12:08:00,62.12,2.52,10.46,6.36,normal
MIX-R1,2026-06-10T12:09:00,68.79,3.23,10.92,6.66,normal
MIX-R1,2026-06-10T12:10:00,63.53,3.37,9.34,6.69,normal
MIX-R1,2026-06-10T12:11:00,61.56,2.67,8.39,7.2,normal
MIX-R1,2026-06-10T12:12:00,62.25,3.9,11.57,6.41,normal
MIX-R1,2026-06-10T12:13:00,60.65,4.74,12.25,6.79,normal
MIX-R1,2026-06-10T12:14:00,66.03,2.82,10.93,6.58,normal
MIX-R1,2026-06-10T12:15:00,56.87,2.41,10.52,6.46,normal
MIX-R1,2026-06-10T12:16:00,64.73,2.56,9.72,7.06,normal
MIX-R1,2026-06-10T12:17:00,65.99,3.19,11.38,6.94,normal
MIX-R1,2026-06-10T12:18:00,70.79,2.92,10.07,6.41,normal
MIX-R1,2026-06-10T12:19:00,63.28,3.78,11.8,7.09,normal
MIX-R1,2026-06-10T12:20:00,57.82,3.85,8.66,7.07,normal
MIX-R1,2026-06-10T12:21:00,63.53,3.62,9.17,7.15,normal
MIX-R1,2026-06-10T12:22:00,59.14,2.8,9.5,6.27,normal
MIX-R1,2026-06-10T12:23:00,65.38,4.28,13.17,6.83,normal
MIX-R1,2026-06-10T12:24:00,69.47,3.34,11.0,6.7,normal
MIX-R1,2026-06-10T12:25:00,65.78,3.52,9.92,6.78,normal
MIX-R1,2026-06-10T12:26:00,64.77,3.7,9.43,6.78,normal
MIX-R1,2026-06-10T12:27:00,72.65,3.9,11.85,6.81,normal
MIX-R1,2026-06-10T12:28:00,66.28,3.8,12.06,6.21,normal
MIX-R1,2026-06-10T12:29:00,59.74,3.99,10.22,6.6,normal
MIX-R1,2026-06-10T12:30:00,59.98,2.87,9.1,7.43,normal
MIX-R1,2026-06-10T12:31:00,64.91,3.17,11.09,7.09,normal
MIX-R1,2026-06-10T12:32:00,68.78,3.84,9.87,6.71,normal
MIX-R1,2026-06-10T12:33:00,68.08,2.88,10.49,6.92,normal
MIX-R1,2026-06-10T12:34:00,68.14,2.13,11.21,6.73,normal
MIX-R1,2026-06-10T12:35:00,67.83,3.67,12.11,7.21,normal
MIX-R1,2026-06-10T12:36:00,70.39,4.07,10.79,6.81,normal
MIX-R1,2026-06-10T12:37:00,68.49,3.64,10.19,6.92,normal
MIX-R1,2026-06-10T12:38:00,64.86,2.69,11.79,6.82,normal
MIX-R1,2026-06-10T12:39:00,73.19,2.22,9.94,6.81,normal
MIX-R1,2026-06-10T12:40:00,69.55,3.44,10.81,6.46,normal
MIX-R1,2026-06-10T12:41:00,60.37,3.39,9.14,6.64,normal
MIX-R1,2026-06-10T12:42:00,67.0,2.61,12.11,7.17,normal
MIX-R1,2026-06-10T12:43:00,58.71,2.64,8.21,6.57,normal
MIX-R1,2026-06-10T12:44:00,68.07,2.95,10.96,6.34,normal
MIX-R1,2026-06-10T12:45:00,68.19,2.87,10.51,6.77,normal
MIX-R1,2026-06-10T12:46:00,59.91,2.51,11.47,6.92,normal
MIX-R1,2026-06-10T12:47:00,69.2,3.39,10.64,6.28,normal
MIX-R1,2026-06-10T12:48:00,63.92,3.18,12.45,7.01,normal
MIX-R1,2026-06-10T12:49:00,71.14,3.56,9.79,6.84,normal
MIX-R1,2026-06-10T12:50:00,65.94,2.64,10.12,6.74,normal
MIX-R1,2026-06-10T12:51:00,71.42,1.95,11.71,6.52,normal
MIX-R1,2026-06-10T12:52:00,59.51,3.91,11.23,7.18,normal
MIX-R1,2026-06-10T12:53:00,68.2,4.44,11.06,6.75,normal
MIX-R1,2026-06-10T12:54:00,66.37,3.95,9.72,6.6,normal
MIX-R1,2026-06-10T12:55:00,63.76,1.94,10.64,6.23,normal
MIX-R1,2026-06-10T12:56:00,65.21,3.72,10.02,7.3,normal
MIX-R1,2026-06-10T12:57:00,59.16,3.91,11.18,6.29,normal
MIX-R1,2026-06-10T12:58:00,75.84,3.16,9.62,6.38,normal
MIX-R1,2026-06-10T12:59:00,64.12,3.12,10.6,6.71,normal
MIX-R1,2026-06-10T13:00:00,67.53,2.97,8.57,6.76,normal
MIX-R1,2026-06-10T13:01:00,55.53,3.41,9.52,6.85,normal
MIX-R1,2026-06-10T13:02:00,70.26,2.63,11.56,6.67,normal
MIX-R1,2026-06-10T13:03:00,72.01,2.98,9.66,7.01,normal
MIX-R1,2026-06-10T13:04:00,63.26,2.7,10.02,6.79,normal
MIX-R1,2026-06-10T13:05:00,70.37,2.04,10.52,6.99,normal
MIX-R1,2026-06-10T13:06:00,65.77,3.99,10.43,6.74,normal
MIX-R1,2026-06-10T13:07:00,67.37,3.26,10.11,6.95,normal
MIX-R1,2026-06-10T13:08:00,62.39,2.83,9.97,7.21,normal
MIX-R1,2026-06-10T13:09:00,52.12,3.44,10.53,6.3,normal
MIX-R1,2026-06-10T13:10:00,66.24,3.49,11.09,6.0,normal
MIX-R1,2026-06-10T13:11:00,70.47,2.76,11.19,7.02,normal
MIX-R1,2026-06-10T13:12:00,61.49,3.6,10.11,6.18,normal
MIX-R1,2026-06-10T13:13:00,69.67,2.73,9.65,6.68,normal
MIX-R1,2026-06-10T13:14:00,66.09,3.17,11.05,6.4,normal
MIX-R1,2026-06-10T13:15:00,62.03,3.13,12.4,6.77,normal
MIX-R1,2026-06-10T13:16:00,69.34,3.22,10.02,6.73,normal
MIX-R1,2026-06-10T13:17:00,64.33,3.56,11.87,6.91,normal
MIX-R1,2026-06-10T13:18:00,69.75,2.62,10.09,6.58,normal
MIX-R1,2026-06-10T13:19:00,66.26,2.98,11.23,6.52,normal
MIX-R1,2026-06-10T13:20:00,65.17,3.61,8.43,7.44,normal
MIX-R1,2026-06-10T13:21:00,63.87,1.98,10.66,6.81,normal
MIX-R1,2026-06-10T13:22:00,64.67,3.79,11.25,6.89,normal
MIX-R1,2026-06-10T13:23:00,66.8,3.14,12.28,6.36,normal
MIX-R1,2026-06-10T13:24:00,65.56,3.24,11.31,6.55,normal
MIX-R1,2026-06-10T13:25:00,58.03,3.29,10.78,7.25,normal
MIX-R1,2026-06-10T13:26:00,59.92,3.89,12.87,6.69,normal
MIX-R1,2026-06-10T13:27:00,59.84,2.96,10.51,6.97,normal
MIX-R1,2026-06-10T13:28:00,62.63,4.13,9.39,6.28,normal
MIX-R1,2026-06-10T13:29:00,69.43,1.84,10.3,7.74,normal
MIX-R1,2026-06-10T13:30:00,64.95,2.53,10.44,6.78,normal
MIX-R1,2026-06-10T13:31:00,65.64,3.6,9.46,7.31,normal
MIX-R1,2026-06-10T13:32:00,65.98,3.64,9.87,7.19,normal
MIX-R1,2026-06-10T13:33:00,63.97,3.37,9.57,6.5,normal
MIX-R1,2026-06-10T13:34:00,67.75,2.93,9.65,6.61,normal
MIX-R1,2026-06-10T13:35:00,67.8,2.82,10.38,6.8,normal
MIX-R1,2026-06-10T13:36:00,57.33,2.32,10.84,6.58,normal
MIX-R1,2026-06-10T13:37:00,69.23,3.78,11.22,7.35,normal
MIX-R1,2026-06-10T13:38:00,64.67,3.59,9.92,7.54,normal
MIX-R1,2026-06-10T13:39:00,72.93,3.21,10.89,7.21,normal
MIX-R1,2026-06-10T13:40:00,64.41,2.81,11.37,6.82,normal
MIX-R1,2026-06-10T13:41:00,65.73,2.7,8.78,6.87,normal
MIX-R1,2026-06-10T13:42:00,68.62,3.06,11.94,6.59,normal
MIX-R1,2026-06-10T13:43:00,60.78,3.16,10.42,7.03,normal
MIX-R1,2026-06-10T13:44:00,61.9,4.02,12.47,6.79,normal
MIX-R1,2026-06-10T13:45:00,70.0,2.57,11.58,7.11,normal
MIX-R1,2026-06-10T13:46:00,68.45,3.19,7.55,6.61,normal
MIX-R1,2026-06-10T13:47:00,62.5,2.61,10.62,6.67,normal
MIX-R1,2026-06-10T13:48:00,61.7,2.56,9.78,7.14,normal
